Date,Product Category,Unit Cost,Unit Price,Quantity,Cost,Revenue,Profit
10/3/2015,Accessories,105,115,1,105,115,10
10/3/2015,Bikes,384.5,369,2,769,738,-31
10/3/2015,Accessories,6.67,9,3,20,27,7
10/3/2015,Accessories,350,461.5,2,700,923,223
10/3/2015,Bikes,607.5,611,2,"1,215.00","1,222.00",7
10/3/2015,Accessories,54,56.67,3,162,170,8
10/3/2015,Accessories,55,66.5,2,110,133,23
10/3/2015,Bikes,"2,320.00","2,161.00",1,"2,320.00","2,161.00",-159
10/3/2015,Accessories,50,51,1,50,51,1
10/3/2015,Accessories,27.5,32.5,2,55,65,10
10/3/2015,Accessories,122.5,138,2,245,276,31
10/3/2015,Accessories,30,33,2,60,66,6
10/3/2015,Bikes,373.33,319,3,"1,120.00",957,-163
10/4/2015,Accessories,233.33,253,3,700,759,59
10/4/2015,Bikes,773.33,964.67,3,"2,320.00","2,894.00",574
10/4/2015,Accessories,55,69.67,3,165,209,44
10/4/2015,Bikes,384.5,419,2,769,838,69
10/4/2015,Accessories,6,7,3,18,21,3
10/4/2015,Bikes,180,217.67,3,540,653,113
10/4/2015,Accessories,32.5,40,2,65,80,15
10/4/2015,Accessories,130.5,160,2,261,320,59
10/4/2015,Bikes,"2,384.00","2,060.00",1,"2,384.00","2,060.00",-324
10/4/2015,Bikes,256.33,184.33,3,769,553,-216
10/4/2015,Clothing,513.33,494.33,3,"1,540.00","1,483.00",-57
10/4/2015,Accessories,6.67,6.67,3,20,20,0
10/4/2015,Accessories,754,564,1,754,564,-190
10/4/2015,Accessories,34.5,33,2,69,66,-3
10/4/2015,Accessories,"1,590.00","1,942.00",1,"1,590.00","1,942.00",352
10/4/2015,Bikes,769,692,1,769,692,-77
10/4/2015,Clothing,315,338,2,630,676,46
10/4/2015,Accessories,6.67,7.33,3,20,22,2
10/4/2015,Accessories,16,17,3,48,51,3
10/4/2015,Accessories,237.5,232.5,2,475,465,-10
10/4/2015,Bikes,373.33,344.33,3,"1,120.00","1,033.00",-87
10/4/2015,Accessories,221.67,264.67,3,665,794,129
10/4/2015,Accessories,42.5,46.5,2,85,93,8
10/5/2015,Clothing,27,30.5,2,54,61,7
10/5/2015,Accessories,52,59,1,52,59,7
10/5/2015,Clothing,191,213,1,191,213,22
10/5/2015,Accessories,63.67,84.67,3,191,254,63
10/5/2015,Accessories,17.5,16,2,35,32,-3
10/5/2015,Accessories,31,40,2,62,80,18
10/5/2015,Accessories,45,52,2,90,104,14
10/5/2015,Accessories,280,394,2,560,788,228
10/5/2015,Bikes,"2,320.00","2,261.00",1,"2,320.00","2,261.00",-59
10/5/2015,Accessories,35,38,3,105,114,9
10/5/2015,Accessories,5,6,2,10,12,2
10/5/2015,Clothing,"1,334.00","1,366.00",1,"1,334.00","1,366.00",32
10/5/2015,Bikes,"1,160.00","1,088.50",2,"2,320.00","2,177.00",-143
10/5/2015,Accessories,20,23.5,2,40,47,7
10/5/2015,Bikes,371,352,2,742,704,-38
10/5/2015,Bikes,247.33,247,3,742,741,-1
10/5/2015,Clothing,51,65.33,3,153,196,43
10/5/2015,Clothing,225,211,2,450,422,-28
10/5/2015,Accessories,220,253,1,220,253,33
10/5/2015,Accessories,33.33,35.33,3,100,106,6
10/5/2015,Bikes,"2,320.00","2,642.00",1,"2,320.00","2,642.00",322
10/5/2015,Bikes,270,240.5,2,540,481,-59
10/5/2015,Accessories,332.5,467,2,665,934,269
10/5/2015,Accessories,4,4,1,4,4,0
10/5/2015,Accessories,48,58,1,48,58,10
10/5/2015,Clothing,234,254,1,234,254,20
10/5/2015,Accessories,332.5,357,2,665,714,49
10/5/2015,Clothing,210,230.5,2,420,461,41
10/5/2015,Clothing,50,48.33,3,150,145,-5
10/5/2015,Bikes,"1,160.00","1,089.50",2,"2,320.00","2,179.00",-141
10/6/2015,Accessories,90,124,1,90,124,34
10/6/2015,Accessories,233.33,222,3,700,666,-34
10/6/2015,Accessories,437.5,342,2,875,684,-191
10/6/2015,Clothing,378,362,3,"1,134.00","1,086.00",-48
10/6/2015,Clothing,216.67,227.33,3,650,682,32
10/6/2015,Clothing,575,549.5,2,"1,150.00","1,099.00",-51
10/6/2015,Accessories,85,99,1,85,99,14
10/6/2015,Accessories,29,30,2,58,60,2
10/6/2015,Bikes,794.67,728.33,3,"2,384.00","2,185.00",-199
10/6/2015,Accessories,171,260,1,171,260,89
10/6/2015,Accessories,10,12.5,2,20,25,5
10/6/2015,Accessories,4.67,5,3,14,15,1
10/6/2015,Bikes,607.5,519.5,2,"1,215.00","1,039.00",-176
10/6/2015,Accessories,52.5,53,2,105,106,1
10/6/2015,Accessories,40.5,46,2,81,92,11
10/6/2015,Accessories,87,104,1,87,104,17
10/6/2015,Accessories,50,54.67,3,150,164,14
10/6/2015,Clothing,54,56,1,54,56,2
10/6/2015,Accessories,130,158,1,130,158,28
10/6/2015,Clothing,50,59.33,3,150,178,28
10/6/2015,Clothing,324,368,2,648,736,88
10/6/2015,Accessories,293,301,1,293,301,8
10/6/2015,Accessories,480,521,1,480,521,41
10/6/2015,Accessories,40,46,1,40,46,6
10/6/2015,Accessories,16,19,1,16,19,3
10/6/2015,Clothing,414,323.33,3,"1,242.00",970,-272
10/6/2015,Bikes,769,543,1,769,543,-226
10/6/2015,Accessories,115,156,2,230,312,82
10/6/2015,Accessories,65,77.5,2,130,155,25
10/6/2015,Accessories,385,346.33,3,"1,155.00","1,039.00",-116
10/6/2015,Accessories,35,36,3,105,108,3
10/6/2015,Accessories,208.33,218.67,3,625,656,31
10/6/2015,Accessories,9,10.5,2,18,21,3
10/6/2015,Bikes,282.5,360.5,2,565,721,156
10/6/2015,Clothing,94.5,94,2,189,188,-1
10/6/2015,Accessories,40,43.67,3,120,131,11
10/6/2015,Accessories,25,29,1,25,29,4
10/6/2015,Bikes,560,531,2,"1,120.00","1,062.00",-58
10/7/2015,Accessories,125,136,1,125,136,11
10/7/2015,Accessories,17.5,18,2,35,36,1
10/7/2015,Accessories,215,226,2,430,452,22
10/7/2015,Accessories,22,23,3,66,69,3
10/7/2015,Accessories,50,69,1,50,69,19
10/7/2015,Accessories,115,158,1,115,158,43
10/7/2015,Accessories,390,424.5,2,780,849,69
10/7/2015,Bikes,773.33,850,3,"2,320.00","2,550.00",230
10/7/2015,Clothing,540,588,1,540,588,48
10/7/2015,Accessories,32.5,40,2,65,80,15
10/7/2015,Bikes,"1,160.00","1,076.00",2,"2,320.00","2,152.00",-168
10/7/2015,Accessories,490,546,1,490,546,56
10/7/2015,Accessories,50,66,3,150,198,48
10/7/2015,Accessories,14.67,21,3,44,63,19
10/7/2015,Accessories,16,20,2,32,40,8
10/7/2015,Accessories,129,128,3,387,384,-3
10/7/2015,Clothing,27,25,1,27,25,-2
10/7/2015,Bikes,567,622,3,"1,701.00","1,866.00",165
10/7/2015,Bikes,180,171.33,3,540,514,-26
10/7/2015,Bikes,"1,147.50","1,058.50",2,"2,295.00","2,117.00",-178
10/7/2015,Bikes,270,231,2,540,462,-78
10/7/2015,Accessories,46.67,47.33,3,140,142,2
10/7/2015,Accessories,32.5,36.5,2,65,73,8
10/7/2015,Clothing,75,79.5,2,150,159,9
10/7/2015,Accessories,291.67,315.67,3,875,947,72
10/7/2015,Accessories,25,28.5,2,50,57,7
10/7/2015,Accessories,18,20,2,36,40,4
10/7/2015,Accessories,152,166.33,3,456,499,43
10/7/2015,Accessories,17.5,18,2,35,36,1
10/8/2015,Bikes,256.33,256.33,3,769,769,0
10/8/2015,Accessories,175,190,1,175,190,15
10/8/2015,Accessories,120,133,1,120,133,13
10/8/2015,Accessories,338.33,398.33,3,"1,015.00","1,195.00",180
10/8/2015,Accessories,3.67,4.33,3,11,13,2
10/8/2015,Accessories,50,55,1,50,55,5
10/8/2015,Accessories,30,31,1,30,31,1
10/8/2015,Bikes,"2,384.00","2,130.00",1,"2,384.00","2,130.00",-254
10/8/2015,Accessories,262.5,293.5,2,525,587,62
10/8/2015,Clothing,83.33,89,3,250,267,17
10/8/2015,Accessories,140,160,1,140,160,20
10/8/2015,Clothing,54,60.67,3,162,182,20
10/8/2015,Accessories,40,53.5,2,80,107,27
10/8/2015,Accessories,30,38,1,30,38,8
10/8/2015,Bikes,773.33,682,3,"2,320.00","2,046.00",-274
10/8/2015,Accessories,338.33,411.33,3,"1,015.00","1,234.00",219
10/8/2015,Accessories,35,52,2,70,104,34
10/8/2015,Bikes,560,504.5,2,"1,120.00","1,009.00",-111
10/8/2015,Accessories,"1,050.00","1,136.00",1,"1,050.00","1,136.00",86
10/8/2015,Bikes,773.33,683,3,"2,320.00","2,049.00",-271
10/8/2015,Clothing,540,577.5,2,"1,080.00","1,155.00",75
10/8/2015,Accessories,750,947,1,750,947,197
10/8/2015,Accessories,90,107,1,90,107,17
10/8/2015,Bikes,256.33,217.67,3,769,653,-116
10/8/2015,Accessories,437.5,433,2,875,866,-9
10/8/2015,Accessories,46.67,47.33,3,140,142,2
10/8/2015,Clothing,486,519,1,486,519,33
10/8/2015,Bikes,188.33,172.33,3,565,517,-48
10/8/2015,Bikes,"1,147.50","1,090.50",2,"2,295.00","2,181.00",-114
10/8/2015,Clothing,360,406,3,"1,080.00","1,218.00",138
10/8/2015,Accessories,260,347,1,260,347,87
10/8/2015,Accessories,36.67,49,3,110,147,37
10/9/2015,Clothing,32,29,2,64,58,-6
10/9/2015,Bikes,384.5,375.5,2,769,751,-18
10/9/2015,Bikes,765,767,3,"2,295.00","2,301.00",6
10/9/2015,Clothing,513,601.5,2,"1,026.00","1,203.00",177
10/9/2015,Accessories,99,119,1,99,119,20
10/9/2015,Accessories,95,105,1,95,105,10
10/9/2015,Clothing,36,35,2,72,70,-2
10/9/2015,Accessories,495,661,2,990,"1,322.00",332
10/9/2015,Accessories,57.5,65,2,115,130,15
10/9/2015,Accessories,225,231,2,450,462,12
10/9/2015,Accessories,50,55,3,150,165,15
10/9/2015,Accessories,140,108.5,2,280,217,-63
10/9/2015,Bikes,256.33,211.33,3,769,634,-135
10/9/2015,Clothing,433.33,450,3,"1,300.00","1,350.00",50
10/9/2015,Accessories,14.33,19,3,43,57,14
10/9/2015,Clothing,297,284.5,2,594,569,-25
10/9/2015,Clothing,39,48.67,3,117,146,29
10/9/2015,Accessories,210,248,1,210,248,38
10/9/2015,Accessories,95,105,1,95,105,10
10/9/2015,Accessories,315,331,1,315,331,16
10/9/2015,Clothing,980,"1,189.00",2,"1,960.00","2,378.00",418
10/9/2015,Accessories,350,360,3,"1,050.00","1,080.00",30
10/9/2015,Accessories,11.67,13.33,3,35,40,5
10/9/2015,Accessories,11,12,1,11,12,1
10/9/2015,Accessories,140,151,1,140,151,11
10/9/2015,Accessories,60,67,1,60,67,7
10/10/2015,Accessories,159,170.67,3,477,512,35
10/10/2015,Bikes,540,465,1,540,465,-75
10/10/2015,Accessories,420,456,1,420,456,36
10/10/2015,Bikes,765,757.33,3,"2,295.00","2,272.00",-23
10/10/2015,Accessories,110,110,1,110,110,0
10/10/2015,Accessories,32,33,1,32,33,1
10/10/2015,Accessories,167,171,1,167,171,4
10/10/2015,Clothing,432,484.5,2,864,969,105
10/10/2015,Clothing,621,664,2,"1,242.00","1,328.00",86
10/10/2015,Bikes,"1,160.00",970,2,"2,320.00","1,940.00",-380
10/10/2015,Bikes,"1,147.50","1,033.50",2,"2,295.00","2,067.00",-228
10/10/2015,Bikes,765,665.33,3,"2,295.00","1,996.00",-299
10/10/2015,Accessories,220,232,1,220,232,12
10/10/2015,Accessories,50,50,1,50,50,0
10/10/2015,Accessories,11,14,1,11,14,3
10/10/2015,Bikes,814.33,735.67,3,"2,443.00","2,207.00",-236
10/10/2015,Accessories,65,69,1,65,69,4
10/10/2015,Accessories,54,66,1,54,66,12
10/10/2015,Accessories,25,29,2,50,58,8
10/11/2015,Bikes,850.5,877.5,2,"1,701.00","1,755.00",54
10/11/2015,Accessories,350,472,3,"1,050.00","1,416.00",366
10/11/2015,Clothing,135,169,1,135,169,34
10/11/2015,Clothing,750,899,2,"1,500.00","1,798.00",298
10/11/2015,Accessories,770,862,1,770,862,92
10/11/2015,Clothing,288,355,3,864,"1,065.00",201
10/11/2015,Bikes,773.33,668,3,"2,320.00","2,004.00",-316
10/11/2015,Accessories,350,363,1,350,363,13
10/11/2015,Bikes,180,168,3,540,504,-36
10/11/2015,Bikes,"1,147.50","1,061.00",2,"2,295.00","2,122.00",-173
10/11/2015,Accessories,175,160.5,2,350,321,-29
10/11/2015,Accessories,5,4,1,5,4,-1
10/11/2015,Accessories,636,774,1,636,774,138
10/11/2015,Bikes,"1,701.00","1,502.00",1,"1,701.00","1,502.00",-199
10/11/2015,Accessories,140,149,1,140,149,9
10/11/2015,Clothing,"1,260.00","1,395.00",1,"1,260.00","1,395.00",135
10/11/2015,Accessories,40,44,2,80,88,8
10/11/2015,Accessories,18.33,20.33,3,55,61,6
10/11/2015,Accessories,280,307,2,560,614,54
10/11/2015,Bikes,540,467,1,540,467,-73
10/12/2015,Accessories,105,132,1,105,132,27
10/12/2015,Accessories,32.5,33,2,65,66,1
10/12/2015,Accessories,332.5,383.5,2,665,767,102
10/12/2015,Accessories,24,26,1,24,26,2
10/12/2015,Accessories,110,157,1,110,157,47
10/12/2015,Accessories,5,7.5,2,10,15,5
10/12/2015,Accessories,84,86,1,84,86,2
10/12/2015,Clothing,"1,150.00","1,669.00",1,"1,150.00","1,669.00",519
10/12/2015,Bikes,540,632,1,540,632,92
10/12/2015,Accessories,11.67,15.33,3,35,46,11
10/12/2015,Accessories,36,50,3,108,150,42
10/12/2015,Clothing,810,871,2,"1,620.00","1,742.00",122
10/12/2015,Accessories,70,91.5,2,140,183,43
10/12/2015,Accessories,140,181.67,3,420,545,125
10/12/2015,Bikes,"1,160.00","1,182.50",2,"2,320.00","2,365.00",45
10/12/2015,Bikes,814.33,967.67,3,"2,443.00","2,903.00",460
10/12/2015,Bikes,814.33,859,3,"2,443.00","2,577.00",134
10/12/2015,Accessories,58.33,55.33,3,175,166,-9
10/12/2015,Accessories,85,94,1,85,94,9
10/12/2015,Accessories,490,636,2,980,"1,272.00",292
10/12/2015,Bikes,"1,120.00","1,328.00",1,"1,120.00","1,328.00",208
10/12/2015,Accessories,40,56.5,2,80,113,33
10/12/2015,Accessories,880,780,1,880,780,-100
10/12/2015,Accessories,5,5,1,5,5,0
10/12/2015,Accessories,17.5,25.5,2,35,51,16
10/12/2015,Bikes,"1,221.50","1,067.50",2,"2,443.00","2,135.00",-308
10/12/2015,Accessories,456,520,1,456,520,64
10/12/2015,Accessories,24,28.33,3,72,85,13
10/12/2015,Accessories,29,30.33,3,87,91,4
10/12/2015,Accessories,115,117,1,115,117,2
10/12/2015,Accessories,262.5,282.5,2,525,565,40
10/13/2015,Accessories,750,820,1,750,820,70
10/13/2015,Bikes,"1,147.50","1,169.50",2,"2,295.00","2,339.00",44
10/13/2015,Accessories,345,365.5,2,690,731,41
10/13/2015,Accessories,16,16.67,3,48,50,2
10/13/2015,Bikes,"2,295.00","2,132.00",1,"2,295.00","2,132.00",-163
10/13/2015,Bikes,765,876.67,3,"2,295.00","2,630.00",335
10/13/2015,Accessories,40,53.33,3,120,160,40
10/13/2015,Accessories,665,863,1,665,863,198
10/13/2015,Accessories,36.67,45.67,3,110,137,27
10/13/2015,Accessories,15,16.67,3,45,50,5
10/13/2015,Bikes,567,506.67,3,"1,701.00","1,520.00",-181
10/13/2015,Bikes,384.5,386.5,2,769,773,4
10/13/2015,Accessories,45,47,2,90,94,4
10/13/2015,Bikes,"1,192.00","1,393.50",2,"2,384.00","2,787.00",403
10/14/2015,Clothing,135,160,1,135,160,25
10/14/2015,Clothing,"1,566.00","1,780.00",1,"1,566.00","1,780.00",214
10/14/2015,Clothing,783,907,2,"1,566.00","1,814.00",248
10/14/2015,Accessories,67.5,76,2,135,152,17
10/14/2015,Accessories,65,74,1,65,74,9
10/14/2015,Accessories,62.5,75.5,2,125,151,26
10/14/2015,Bikes,794.67,736,3,"2,384.00","2,208.00",-176
10/14/2015,Accessories,81,82,1,81,82,1
10/14/2015,Bikes,"1,160.00","1,099.00",2,"2,320.00","2,198.00",-122
10/14/2015,Bikes,256.33,255,3,769,765,-4
10/14/2015,Accessories,11.67,12.67,3,35,38,3
10/14/2015,Accessories,120,149,1,120,149,29
10/14/2015,Accessories,"1,050.00","1,531.00",1,"1,050.00","1,531.00",481
10/14/2015,Accessories,1.67,2,3,5,6,1
10/14/2015,Accessories,105,110,1,105,110,5
10/14/2015,Bikes,814.33,698.33,3,"2,443.00","2,095.00",-348
10/14/2015,Accessories,15,14.33,3,45,43,-2
10/14/2015,Accessories,15,17,2,30,34,4
10/14/2015,Bikes,567,470.33,3,"1,701.00","1,411.00",-290
10/15/2015,Clothing,"1,566.00","1,719.00",1,"1,566.00","1,719.00",153
10/15/2015,Accessories,114,127,2,228,254,26
10/15/2015,Accessories,1.33,1.33,3,4,4,0
10/15/2015,Accessories,437.5,488.5,2,875,977,102
10/15/2015,Accessories,116.67,136,3,350,408,58
10/15/2015,Accessories,60,69,1,60,69,9
10/15/2015,Accessories,104,116,1,104,116,12
10/15/2015,Accessories,477,488,3,"1,431.00","1,464.00",33
10/15/2015,Accessories,163.33,202,3,490,606,116
10/15/2015,Clothing,135,158.5,2,270,317,47
10/15/2015,Accessories,96.67,110,3,290,330,40
10/15/2015,Accessories,75,79,1,75,79,4
10/15/2015,Accessories,233.33,265.33,3,700,796,96
10/15/2015,Bikes,"1,160.00","1,176.50",2,"2,320.00","2,353.00",33
10/15/2015,Clothing,375,421,2,750,842,92
10/15/2015,Accessories,58,78,2,116,156,40
10/15/2015,Accessories,16.67,22.67,3,50,68,18
10/15/2015,Accessories,3.33,3.33,3,10,10,0
10/15/2015,Accessories,"1,015.00","1,156.00",1,"1,015.00","1,156.00",141
10/15/2015,Bikes,565,435,1,565,435,-130
10/15/2015,Accessories,26.67,40.67,3,80,122,42
10/15/2015,Accessories,58.33,70.33,3,175,211,36
10/15/2015,Accessories,53,59,3,159,177,18
10/15/2015,Clothing,116.67,136.67,3,350,410,60
10/15/2015,Accessories,60,68.33,3,180,205,25
10/15/2015,Accessories,95,98,1,95,98,3
10/15/2015,Bikes,"2,384.00","2,812.00",1,"2,384.00","2,812.00",428
10/15/2015,Accessories,30,43.33,3,90,130,40
10/15/2015,Accessories,9,11.33,3,27,34,7
10/15/2015,Accessories,425,444,1,425,444,19
10/15/2015,Accessories,3.67,4.33,3,11,13,2
10/15/2015,Clothing,400,563.5,2,800,"1,127.00",327
10/15/2015,Bikes,"1,160.00",970,2,"2,320.00","1,940.00",-380
10/16/2015,Accessories,30,30,2,60,60,0
10/16/2015,Accessories,0.67,1,3,2,3,1
10/16/2015,Accessories,350,388,1,350,388,38
10/16/2015,Clothing,"1,500.00","1,587.00",1,"1,500.00","1,587.00",87
10/16/2015,Clothing,87,96.33,3,261,289,28
10/16/2015,Accessories,37.5,43.5,2,75,87,12
10/16/2015,Accessories,85,90,1,85,90,5
10/16/2015,Clothing,486,519,3,"1,458.00","1,557.00",99
10/16/2015,Accessories,225.5,242.5,2,451,485,34
10/16/2015,Bikes,773.33,654.67,3,"2,320.00","1,964.00",-356
10/16/2015,Bikes,773.33,763.33,3,"2,320.00","2,290.00",-30
10/16/2015,Bikes,560,564,2,"1,120.00","1,128.00",8
10/16/2015,Bikes,"2,384.00","2,021.00",1,"2,384.00","2,021.00",-363
10/16/2015,Accessories,12.5,18,2,25,36,11
10/16/2015,Accessories,783,726,1,783,726,-57
10/16/2015,Clothing,54,78.5,2,108,157,49
10/16/2015,Accessories,10,11,2,20,22,2
10/16/2015,Accessories,424,445,1,424,445,21
10/16/2015,Accessories,30,35,1,30,35,5
10/16/2015,Accessories,33,34.5,2,66,69,3
10/16/2015,Bikes,540,443,1,540,443,-97
10/16/2015,Bikes,270,280,2,540,560,20
10/16/2015,Accessories,10,10.67,3,30,32,2
10/16/2015,Accessories,57,62.33,3,171,187,16
10/17/2015,Accessories,92,106,1,92,106,14
10/17/2015,Accessories,186.67,207,3,560,621,61
10/17/2015,Accessories,22.5,29,2,45,58,13
10/17/2015,Accessories,319,418,1,319,418,99
10/17/2015,Accessories,210,282.5,2,420,565,145
10/17/2015,Accessories,100,121,1,100,121,21
10/17/2015,Accessories,4.5,6,2,9,12,3
10/17/2015,Bikes,"1,147.50",938,2,"2,295.00","1,876.00",-419
10/17/2015,Accessories,28,32.5,2,56,65,9
10/17/2015,Accessories,50,53,3,150,159,9
10/17/2015,Accessories,60,71.5,2,120,143,23
10/17/2015,Accessories,0.67,0.67,3,2,2,0
10/17/2015,Accessories,72,97,2,144,194,50
10/17/2015,Accessories,47.5,60.5,2,95,121,26
10/17/2015,Bikes,"1,160.00","1,186.50",2,"2,320.00","2,373.00",53
10/17/2015,Accessories,35,37.5,2,70,75,5
10/17/2015,Accessories,40,43.33,3,120,130,10
10/17/2015,Clothing,207,235,1,207,235,28
10/17/2015,Accessories,11.67,12.33,3,35,37,2
10/17/2015,Bikes,"1,221.50","1,436.00",2,"2,443.00","2,872.00",429
10/17/2015,Clothing,"1,016.00","1,055.00",1,"1,016.00","1,055.00",39
10/18/2015,Accessories,367.5,409.5,2,735,819,84
10/18/2015,Accessories,46.67,54.67,3,140,164,24
10/18/2015,Accessories,105,107,1,105,107,2
10/18/2015,Clothing,702,788,1,702,788,86
10/18/2015,Accessories,348,365,2,696,730,34
10/18/2015,Accessories,150,172,1,150,172,22
10/18/2015,Accessories,16.67,18.67,3,50,56,6
10/18/2015,Clothing,254,288.5,2,508,577,69
10/18/2015,Clothing,90,104.33,3,270,313,43
10/18/2015,Clothing,950,925,1,950,925,-25
10/18/2015,Clothing,"1,250.00","1,604.00",1,"1,250.00","1,604.00",354
10/18/2015,Bikes,282.5,273.5,2,565,547,-18
10/18/2015,Clothing,3,3.33,3,9,10,1
10/18/2015,Bikes,765,771.67,3,"2,295.00","2,315.00",20
10/18/2015,Accessories,490,523.5,2,980,"1,047.00",67
10/18/2015,Clothing,31.5,36,2,63,72,9
10/18/2015,Bikes,"1,221.50","1,133.00",2,"2,443.00","2,266.00",-177
10/18/2015,Accessories,141.33,104.33,3,424,313,-111
10/18/2015,Clothing,162,135,1,162,135,-27
10/18/2015,Accessories,495,676,2,990,"1,352.00",362
10/18/2015,Clothing,27,24.67,3,81,74,-7
10/18/2015,Accessories,150,159,1,150,159,9
10/18/2015,Accessories,258,227,1,258,227,-31
10/18/2015,Accessories,8,10,2,16,20,4
10/18/2015,Accessories,10.5,15,2,21,30,9
10/18/2015,Accessories,34,45,1,34,45,11
10/18/2015,Accessories,93,133,3,279,399,120
10/18/2015,Accessories,3,4,3,9,12,3
10/18/2015,Bikes,850.5,788,2,"1,701.00","1,576.00",-125
10/18/2015,Bikes,540,588,1,540,588,48
10/19/2015,Accessories,140,167,1,140,167,27
10/19/2015,Bikes,"2,295.00","2,552.00",1,"2,295.00","2,552.00",257
10/19/2015,Accessories,110,146,1,110,146,36
10/19/2015,Accessories,55,73,2,110,146,36
10/19/2015,Bikes,"1,160.00","1,054.00",2,"2,320.00","2,108.00",-212
10/19/2015,Bikes,"2,320.00","2,713.00",1,"2,320.00","2,713.00",393
10/19/2015,Accessories,76.67,80.67,3,230,242,12
10/19/2015,Accessories,30,32,2,60,64,4
10/19/2015,Bikes,282.5,285,2,565,570,5
10/19/2015,Bikes,"2,384.00","2,083.00",1,"2,384.00","2,083.00",-301
10/19/2015,Bikes,765,739.67,3,"2,295.00","2,219.00",-76
10/19/2015,Bikes,"2,320.00","2,763.00",1,"2,320.00","2,763.00",443
10/19/2015,Accessories,550,745,1,550,745,195
10/19/2015,Accessories,108.67,113.33,3,326,340,14
10/19/2015,Accessories,54,72.5,2,108,145,37
10/19/2015,Accessories,170,166,1,170,166,-4
10/19/2015,Accessories,21.67,22.33,3,65,67,2
10/20/2015,Accessories,60,70.5,2,120,141,21
10/20/2015,Accessories,125,130,1,125,130,5
10/20/2015,Accessories,140,143,1,140,143,3
10/20/2015,Bikes,"1,160.00","1,005.00",2,"2,320.00","2,010.00",-310
10/20/2015,Accessories,595,668,1,595,668,73
10/20/2015,Accessories,80,83,1,80,83,3
10/20/2015,Accessories,140,152.33,3,420,457,37
10/20/2015,Accessories,32,33,1,32,33,1
10/20/2015,Clothing,698.5,738,2,"1,397.00","1,476.00",79
10/20/2015,Clothing,63,63,1,63,63,0
10/20/2015,Accessories,840,737,1,840,737,-103
10/20/2015,Accessories,180,198.33,3,540,595,55
10/20/2015,Clothing,"1,500.00","1,633.00",1,"1,500.00","1,633.00",133
10/20/2015,Bikes,"2,295.00","2,272.00",1,"2,295.00","2,272.00",-23
10/20/2015,Accessories,210,230.5,2,420,461,41
10/20/2015,Accessories,350,363.5,2,700,727,27
10/20/2015,Accessories,60,62.5,2,120,125,5
10/20/2015,Bikes,765,647.67,3,"2,295.00","1,943.00",-352
10/20/2015,Bikes,773.33,682,3,"2,320.00","2,046.00",-274
10/20/2015,Accessories,76,85,1,76,85,9
10/20/2015,Accessories,221.67,251,3,665,753,88
10/20/2015,Accessories,120,131,1,120,131,11
10/20/2015,Accessories,38.33,51.67,3,115,155,40
10/20/2015,Accessories,605,724,1,605,724,119
10/20/2015,Accessories,275,250,1,275,250,-25
10/20/2015,Accessories,90,97.67,3,270,293,23
10/20/2015,Bikes,256.33,212.67,3,769,638,-131
10/20/2015,Accessories,245,242.5,2,490,485,-5
10/20/2015,Accessories,67.5,68.5,2,135,137,2
10/20/2015,Accessories,256.67,271.67,3,770,815,45
10/20/2015,Accessories,32.5,46,2,65,92,27
10/20/2015,Accessories,24,32.5,2,48,65,17
10/20/2015,Accessories,40,45,3,120,135,15
10/20/2015,Accessories,489,564,1,489,564,75
10/20/2015,Bikes,180,156,3,540,468,-72
10/20/2015,Accessories,245,246.67,3,735,740,5
10/21/2015,Accessories,238.33,268,3,715,804,89
10/21/2015,Accessories,522,558,1,522,558,36
10/21/2015,Bikes,"2,443.00","2,927.00",1,"2,443.00","2,927.00",484
10/21/2015,Clothing,783,873,2,"1,566.00","1,746.00",180
10/21/2015,Accessories,105,108,1,105,108,3
10/21/2015,Bikes,814.33,655,3,"2,443.00","1,965.00",-478
10/21/2015,Clothing,950,"1,127.00",1,950,"1,127.00",177
10/21/2015,Bikes,"1,160.00","1,276.00",2,"2,320.00","2,552.00",232
10/21/2015,Bikes,773.33,691.33,3,"2,320.00","2,074.00",-246
10/21/2015,Accessories,493,507,1,493,507,14
10/21/2015,Accessories,20,21.5,2,40,43,3
10/21/2015,Accessories,16,17.33,3,48,52,4
10/21/2015,Bikes,282.5,244,2,565,488,-77
10/21/2015,Bikes,"1,192.00","1,286.50",2,"2,384.00","2,573.00",189
10/21/2015,Accessories,67.5,80,2,135,160,25
10/21/2015,Accessories,46.67,51.67,3,140,155,15
10/21/2015,Accessories,875,958,1,875,958,83
10/21/2015,Bikes,814.33,900,3,"2,443.00","2,700.00",257
10/21/2015,Accessories,70,72,1,70,72,2
10/21/2015,Clothing,"1,150.00","1,138.00",1,"1,150.00","1,138.00",-12
10/21/2015,Accessories,630,670,1,630,670,40
10/21/2015,Clothing,324,261.5,2,648,523,-125
10/21/2015,Bikes,"1,701.00","1,843.00",1,"1,701.00","1,843.00",142
10/21/2015,Accessories,58.33,44.33,3,175,133,-42
10/21/2015,Accessories,290,445.67,3,870,"1,337.00",467
10/21/2015,Accessories,57.5,48.5,2,115,97,-18
10/21/2015,Accessories,125,137,1,125,137,12
10/21/2015,Accessories,315,362,1,315,362,47
10/21/2015,Clothing,326.67,408,3,980,"1,224.00",244
10/21/2015,Accessories,60,62,1,60,62,2
10/21/2015,Bikes,373.33,369,3,"1,120.00","1,107.00",-13
10/22/2015,Accessories,189,179,1,189,179,-10
