Product Category,Sub Category,Unit Cost,Unit Price
Accessories,Tires and Tubes,100,123
Clothing,Jerseys,275,363
Bikes,Mountain Bikes,773.33,868.67
Bikes,Road Bikes,560,578
Clothing,Jerseys,216,294.5
Accessories,Bottles and Cages,115,159.5
Accessories,Bottles and Cages,27.5,35.5
Clothing,Caps,45,55
Accessories,Helmets,233.33,310.67
Bikes,Touring Bikes,371,393.5
Accessories,Bottles and Cages,99,110
Accessories,Bottles and Cages,55,73
Accessories,Bottles and Cages,200,155
Accessories,Bottles and Cages,50,46
Bikes,Mountain Bikes,565,748
Accessories,Helmets,297.5,297
Bikes,Touring Bikes,742,443
Bikes,Road Bikes,540,417
Clothing,Caps,30,33.33
Bikes,Mountain Bikes,"2,320.00","2,136.00"
Accessories,Tires and Tubes,54,55.5
Accessories,Tires and Tubes,58,68.67
Accessories,Tires and Tubes,140,148
Accessories,Helmets,455,585
Bikes,Road Bikes,180,179
Accessories,Helmets,315,374
Bikes,Mountain Bikes,"2,320.00","2,473.00"
Accessories,Tires and Tubes,600,666
Accessories,Tires and Tubes,21.33,22
Accessories,Cleaners,40,44
Bikes,Mountain Bikes,"1,147.50","1,002.00"
Clothing,Socks,225,216
Clothing,Jerseys,54,70
Bikes,Mountain Bikes,765,804.33
Bikes,Road Bikes,567,538.33
Clothing,Caps,81,104.5
Clothing,Jerseys,116.67,156
Accessories,Tires and Tubes,280,392
Accessories,Tires and Tubes,21.33,22.33
Accessories,Tires and Tubes,420.5,386
Accessories,Tires and Tubes,5,5
Accessories,Helmets,840,632
Clothing,Shorts,245,187
Clothing,Jerseys,200,220
Bikes,Mountain Bikes,765,759.33
Accessories,Helmets,70,72
Accessories,Tires and Tubes,208.33,164
Accessories,Helmets,128.33,141
Accessories,Tires and Tubes,47.5,55
Accessories,Helmets,490,587
Accessories,Tires and Tubes,345,401.5
Accessories,Tires and Tubes,27.5,29
Accessories,Tires and Tubes,385,439
Accessories,Tires and Tubes,72.5,86.5
Accessories,Helmets,210,212.67
Bikes,Mountain Bikes,"1,147.50",788
Clothing,Jerseys,675,650.5
Accessories,Bottles and Cages,42,56
Accessories,Bottles and Cages,80,107
Accessories,Helmets,192.5,280.5
Accessories,Tires and Tubes,96,131
Accessories,Tires and Tubes,34,37
Accessories,Tires and Tubes,50,64.33
Accessories,Tires and Tubes,70,91
Accessories,Tires and Tubes,7.67,9.33
Accessories,Bottles and Cages,33,32.67
Accessories,Bottles and Cages,25,25
Accessories,Tires and Tubes,250,231.33
Accessories,Tires and Tubes,6.67,7.33
Clothing,Caps,117,128
Accessories,Helmets,805,"1,006.00"
Bikes,Road Bikes,373.33,362.67
Accessories,Helmets,192.5,172.5
Accessories,Tires and Tubes,14.67,20.67
Accessories,Tires and Tubes,46,55
Accessories,Tires and Tubes,143.33,191.67
Accessories,Tires and Tubes,27,38
Clothing,Caps,42,43.67
Accessories,Tires and Tubes,46,49
Accessories,Tires and Tubes,685,774
Clothing,Caps,31.5,33
Clothing,Jerseys,"1,300.00","1,382.00"
Bikes,Road Bikes,180,213
Accessories,Bottles and Cages,270,299
Accessories,Bottles and Cages,20,22
Accessories,Helmets,186.67,207
Accessories,Helmets,945,"1,076.00"
Accessories,Hydration Packs,348.33,340
Accessories,Tires and Tubes,14,16
Accessories,Tires and Tubes,112.5,137
Accessories,Tires and Tubes,150,169
Accessories,Tires and Tubes,5,5
Accessories,Tires and Tubes,420.5,446
Accessories,Tires and Tubes,60,68.5
Accessories,Tires and Tubes,95,74
Clothing,Caps,9,7
Accessories,Tires and Tubes,20,23.33
Accessories,Tires and Tubes,42.5,46
Accessories,Tires and Tubes,783,943
Accessories,Helmets,280,278
Accessories,Tires and Tubes,30,26
Accessories,Tires and Tubes,84,110
Accessories,Tires and Tubes,425,501
Accessories,Helmets,81.67,62.67
Clothing,Jerseys,450,469.67
Bikes,Mountain Bikes,384.5,269
Clothing,Caps,72,90.33
Accessories,Helmets,280,425.5
Accessories,Helmets,332.5,374
Bikes,Mountain Bikes,256.33,253.67
Clothing,Jerseys,250,312
Accessories,Tires and Tubes,182.5,259
Accessories,Bottles and Cages,36.67,43.33
Accessories,Bottles and Cages,90,103
Accessories,Cleaners,71.5,101
Accessories,Tires and Tubes,2.67,3
Accessories,Helmets,315,322
Bikes,Mountain Bikes,765,745.67
Clothing,Jerseys,"1,250.00","1,254.00"
Accessories,Bottles and Cages,48.33,46
Clothing,Jerseys,540,818
Bikes,Mountain Bikes,773.33,863
Clothing,Jerseys,50,76
Bikes,Road Bikes,"1,221.50","1,309.00"
Accessories,Bottles and Cages,60,68.67
Accessories,Bottles and Cages,8.33,12.67
Accessories,Helmets,507.5,676
Accessories,Tires and Tubes,151.67,164
Accessories,Tires and Tubes,10,10.33
Clothing,Caps,171,252
Bikes,Mountain Bikes,769,642
Clothing,Socks,85.5,90
Bikes,Mountain Bikes,180,173
Accessories,Helmets,840,922
Bikes,Mountain Bikes,"1,147.50","1,105.00"
Accessories,Tires and Tubes,675,877
Accessories,Tires and Tubes,33,45.5
Bikes,Touring Bikes,"1,192.00","1,390.50"
Bikes,Mountain Bikes,"1,147.50","1,052.50"
Bikes,Mountain Bikes,765,690
Accessories,Helmets,221.67,238
Clothing,Shorts,875,"1,054.00"
Accessories,Tires and Tubes,105,143
Accessories,Tires and Tubes,261,370
Accessories,Tires and Tubes,2.33,3
Accessories,Helmets,770,"1,032.00"
Clothing,Jerseys,50,66.67
Accessories,Helmets,268.33,314.67
Bikes,Road Bikes,180,177.67
Accessories,Tires and Tubes,105,108
Accessories,Tires and Tubes,62.5,72
Accessories,Tires and Tubes,66,70
Bikes,Mountain Bikes,"2,295.00","2,302.00"
Accessories,Helmets,70,93
Clothing,Jerseys,500,525.67
Clothing,Caps,207,187
Bikes,Mountain Bikes,"2,320.00","2,175.00"
Accessories,Tires and Tubes,342.5,263
Bikes,Road Bikes,"1,221.50","1,113.50"
Clothing,Jerseys,162,221
Accessories,Tires and Tubes,332.5,325
Accessories,Bottles and Cages,27,32.33
Accessories,Bottles and Cages,120,122
Accessories,Tires and Tubes,11.67,14.67
Accessories,Tires and Tubes,75,70
Accessories,Tires and Tubes,20.67,21.33
Accessories,Bottles and Cages,35,39.5
Bikes,Touring Bikes,794.67,895
Accessories,Tires and Tubes,38,41
Accessories,Tires and Tubes,163,177
Accessories,Helmets,630,657
Accessories,Tires and Tubes,135,149
Bikes,Mountain Bikes,270,276
Accessories,Helmets,245,282
Accessories,Hydration Packs,605,674.5
Accessories,Cleaners,127,140
Accessories,Helmets,35,38
Accessories,Tires and Tubes,140,145
Accessories,Tires and Tubes,37.5,40
Accessories,Helmets,175,177
Clothing,Jerseys,416.67,450.33
Accessories,Cleaners,18.67,21.67
Bikes,Mountain Bikes,"2,295.00","2,697.00"
Accessories,Tires and Tubes,14.67,10.67
Accessories,Bottles and Cages,31.67,44.33
Accessories,Helmets,245,218.33
Clothing,Shorts,210,294.67
Clothing,Jerseys,216,223
Accessories,Tires and Tubes,13,15.33
Accessories,Tires and Tubes,24,27.67
Accessories,Tires and Tubes,7,8.67
Accessories,Tires and Tubes,12,13
Accessories,Tires and Tubes,27.5,29.5
Clothing,Shorts,70,71
Clothing,Socks,76.5,74
Accessories,Tires and Tubes,550,586
Accessories,Tires and Tubes,18.5,20.5
Accessories,Tires and Tubes,550,748
Clothing,Jerseys,270,252.5
Clothing,Caps,81,76
Accessories,Cleaners,215,237
Accessories,Cleaners,32,32
Clothing,Shorts,396.67,498.33
Accessories,Helmets,105,77.33
Bikes,Touring Bikes,"2,384.00","1,958.00"
Accessories,Helmets,122.5,136
Bikes,Road Bikes,"1,701.00","1,597.00"
Accessories,Helmets,186.67,244
Accessories,Bottles and Cages,38.33,27.33
Accessories,Helmets,560,639
Clothing,Jerseys,378,393
Accessories,Bottles and Cages,53.33,41.67
Accessories,Tires and Tubes,516,640
Accessories,Tires and Tubes,2,3
Bikes,Road Bikes,560,631.5
Bikes,Mountain Bikes,"2,295.00","2,014.00"
Accessories,Tires and Tubes,270,287
Accessories,Tires and Tubes,45,46.5
Accessories,Tires and Tubes,7,8.5
Bikes,Mountain Bikes,"2,320.00","1,924.00"
Accessories,Helmets,140,151.33
Clothing,Jerseys,283.33,273.67
Accessories,Helmets,46.67,66.33
Accessories,Tires and Tubes,367.5,375
Accessories,Tires and Tubes,11.67,12.67
Accessories,Tires and Tubes,20,22.33
Accessories,Tires and Tubes,172,192
Bikes,Mountain Bikes,773.33,792
Clothing,Jerseys,850,854
Accessories,Tires and Tubes,150.5,168
Accessories,Tires and Tubes,16,19.5
Clothing,Jerseys,351,423.5
Clothing,Socks,270,281
Clothing,Jerseys,400,324
Bikes,Road Bikes,180,172
Accessories,Helmets,245,279
Accessories,Bottles and Cages,22.5,26.5
Accessories,Helmets,490,725
Accessories,Tires and Tubes,348,407.5
Accessories,Tires and Tubes,25,28
Accessories,Helmets,58.33,69.67
Clothing,Jerseys,486,537
Accessories,Tires and Tubes,64,74
Accessories,Helmets,326.67,359.67
Clothing,Caps,216,196
Clothing,Jerseys,325,361.5
Bikes,Mountain Bikes,256.33,217
Bikes,Road Bikes,"1,120.00",928
Clothing,Caps,48,68.33
Clothing,Caps,180,208
Bikes,Mountain Bikes,"1,147.50","1,391.50"
Accessories,Hydration Packs,605,640
Accessories,Tires and Tubes,25,24
Accessories,Tires and Tubes,70,76
Accessories,Tires and Tubes,18,21
Bikes,Mountain Bikes,"1,147.50",972
Clothing,Shorts,"1,260.00","1,651.00"
Clothing,Caps,13.5,16.5
Accessories,Tires and Tubes,32.5,34.5
Accessories,Helmets,81.67,91.33
Bikes,Touring Bikes,247.33,219.67
Accessories,Helmets,70,77.67
Accessories,Tires and Tubes,297.5,342.5
Accessories,Tires and Tubes,60,68
Accessories,Tires and Tubes,19,22.67
Bikes,Mountain Bikes,"1,160.00","1,323.00"
Accessories,Tires and Tubes,268.33,370.33
Accessories,Tires and Tubes,20,27.33
Accessories,Tires and Tubes,246.5,266.5
Accessories,Tires and Tubes,11.67,13.33
Bikes,Touring Bikes,742,649
Accessories,Hydration Packs,"1,210.00","1,631.00"
Accessories,Tires and Tubes,37.33,36.33
Accessories,Bottles and Cages,30,44
Accessories,Helmets,560,594
Accessories,Tires and Tubes,75,84.5
Accessories,Tires and Tubes,37,41
Clothing,Shorts,"1,890.00","1,794.00"
Clothing,Socks,63,72
Bikes,Mountain Bikes,188.33,161.33
Accessories,Helmets,221.67,239
Clothing,Jerseys,300,262
Clothing,Jerseys,525,598.5
Accessories,Tires and Tubes,24,26.5
Accessories,Tires and Tubes,424,445
Bikes,Touring Bikes,405,465
Clothing,Jerseys,300,413.33
Clothing,Shorts,"1,260.00","1,040.00"
Clothing,Jerseys,144,139
Accessories,Helmets,875,905
Bikes,Mountain Bikes,773.33,726.33
Bikes,Touring Bikes,247.33,234
Accessories,Tires and Tubes,105,126.67
Accessories,Tires and Tubes,41.67,46.33
Bikes,Mountain Bikes,270,253.5
Accessories,Bottles and Cages,3.33,3.67
Accessories,Bottles and Cages,47.5,50
Clothing,Jerseys,75,79.5
Accessories,Tires and Tubes,55,73
Accessories,Tires and Tubes,5.33,7
Accessories,Helmets,"1,015.00","1,112.00"
Clothing,Jerseys,"1,200.00","1,147.00"
Accessories,Tires and Tubes,350,375.33
Accessories,Tires and Tubes,33.33,40
Accessories,Tires and Tubes,20.5,22
Accessories,Tires and Tubes,54,59.5
Accessories,Tires and Tubes,652,651
Clothing,Jerseys,150,155
Clothing,Caps,117,133
Accessories,Tires and Tubes,280,301.67
Bikes,Road Bikes,"1,701.00","1,673.00"
Clothing,Jerseys,266.67,240.67
Accessories,Bottles and Cages,130,167
Accessories,Bottles and Cages,18,22.5
Accessories,Tires and Tubes,70,73
Accessories,Tires and Tubes,30,38
Clothing,Shorts,105,129
Accessories,Bottles and Cages,60,48.5
Clothing,Caps,198,191
Accessories,Tires and Tubes,216.67,294.67
Accessories,Tires and Tubes,40,36
Accessories,Tires and Tubes,32,28.5
Bikes,Touring Bikes,405,441
Accessories,Bottles and Cages,270,286
Accessories,Bottles and Cages,8.33,9
Accessories,Helmets,455,527
Bikes,Mountain Bikes,765,760
Accessories,Tires and Tubes,25,29.5
Accessories,Tires and Tubes,48.33,52
Clothing,Shorts,385,378
Bikes,Mountain Bikes,256.33,239
Clothing,Shorts,"1,470.00","1,693.00"
Clothing,Jerseys,918,"1,100.00"
Bikes,Road Bikes,373.33,352
Accessories,Tires and Tubes,20,24
Accessories,Tires and Tubes,20,21.5
Accessories,Helmets,128.33,149
Clothing,Jerseys,600,596
Clothing,Jerseys,433.33,515.67
Clothing,Caps,243,267
Clothing,Jerseys,550,571.5
Accessories,Bottles and Cages,80,85
Accessories,Bottles and Cages,225,212
Clothing,Jerseys,648,868
Accessories,Tires and Tubes,551,696
Accessories,Tires and Tubes,46.67,53
Clothing,Jerseys,350,352
Accessories,Tires and Tubes,17.5,16
Accessories,Helmets,490,686
Accessories,Tires and Tubes,135,151
Clothing,Jerseys,306,269.33
Clothing,Shorts,420,486.67
Clothing,Jerseys,166.67,226.33
Accessories,Helmets,367.5,402.5
Accessories,Helmets,157.5,172
Accessories,Tires and Tubes,129,133.5
Accessories,Tires and Tubes,12,9.67
Accessories,Tires and Tubes,5.33,5.67
Bikes,Mountain Bikes,773.33,729
Clothing,Jerseys,300,309
Bikes,Mountain Bikes,765,640.33
Accessories,Bottles and Cages,110,100
Accessories,Bottles and Cages,38.33,54
Accessories,Tires and Tubes,650,665
Bikes,Mountain Bikes,"2,320.00","1,812.00"
Bikes,Road Bikes,567,408.33
Clothing,Jerseys,316.67,250.67
Bikes,Touring Bikes,"1,192.00","1,396.50"
Accessories,Helmets,245,246
Accessories,Tires and Tubes,69,66
Accessories,Tires and Tubes,30,34
Accessories,Tires and Tubes,65,75
Clothing,Shorts,560,621
Clothing,Shorts,700,880
Clothing,Vests,64,61
Accessories,Tires and Tubes,43.5,53
Accessories,Tires and Tubes,70,79.5
Accessories,Tires and Tubes,15,15.5
Clothing,Socks,130.5,139.5
Accessories,Tires and Tubes,83.33,90
Accessories,Tires and Tubes,16,17
Accessories,Helmets,595,637
Accessories,Tires and Tubes,10.5,12.5
Accessories,Tires and Tubes,5,5
Accessories,Bottles and Cages,80,95
Accessories,Bottles and Cages,25,22
Bikes,Touring Bikes,247.33,248
Accessories,Helmets,630,717
Accessories,Bottles and Cages,67.5,87.5
Accessories,Tires and Tubes,337.5,362.5
Accessories,Tires and Tubes,25,24
Accessories,Tires and Tubes,87,117
Accessories,Tires and Tubes,1.67,2.33
Accessories,Bottles and Cages,67.5,52.5
Accessories,Bottles and Cages,41.67,56.67
Accessories,Bottles and Cages,180,219
Accessories,Bottles and Cages,8.33,9.67
Accessories,Cleaners,135,153
Accessories,Helmets,17.5,18
Accessories,Tires and Tubes,225,310
Accessories,Tires and Tubes,40,48.5
Accessories,Helmets,151.67,156.67
Accessories,Tires and Tubes,50,59
Accessories,Tires and Tubes,65,97
Accessories,Cleaners,66.33,74.33
Bikes,Road Bikes,180,125
Accessories,Bottles and Cages,45,53
Accessories,Tires and Tubes,18.33,25.33
Accessories,Helmets,291.67,369
Clothing,Caps,30,32.67
Accessories,Tires and Tubes,350,372
Accessories,Tires and Tubes,25,26.67
Accessories,Tires and Tubes,78.67,86.33
Accessories,Cleaners,45,51
Clothing,Shorts,396.67,384.67
Bikes,Touring Bikes,794.67,785.33
Bikes,Road Bikes,180,151
Accessories,Bottles and Cages,261,268
Bikes,Touring Bikes,"1,192.00","1,399.00"
Accessories,Bottles and Cages,85.5,120.5
Accessories,Bottles and Cages,75,95
Accessories,Tires and Tubes,385,414
Accessories,Helmets,630,704
Bikes,Mountain Bikes,270,264.5
Clothing,Jerseys,216,257.33
Clothing,Jerseys,72,102.33
Accessories,Tires and Tubes,36.67,39.33
Clothing,Jerseys,183.33,192.67
Accessories,Helmets,151.67,196.67
Bikes,Mountain Bikes,"2,320.00","2,183.00"
Accessories,Tires and Tubes,72,82
Accessories,Helmets,"1,015.00","1,056.00"
Bikes,Mountain Bikes,773.33,709.67
Accessories,Bottles and Cages,5,7
Accessories,Bottles and Cages,130,124.5
Accessories,Helmets,11.67,15.33
Accessories,Bottles and Cages,140,152
Accessories,Bottles and Cages,67.5,78.5
Accessories,Tires and Tubes,80,84
Accessories,Tires and Tubes,31,34
Bikes,Road Bikes,"1,701.00","1,229.00"
Accessories,Tires and Tubes,222.33,287.33
Accessories,Tires and Tubes,1.67,2.33
Accessories,Hydration Packs,165,216
Accessories,Helmets,280,391.33
Bikes,Mountain Bikes,769,652
Clothing,Shorts,676.67,712.67
Accessories,Tires and Tubes,450,597
Accessories,Tires and Tubes,37.5,53.5
Bikes,Touring Bikes,247.33,223
Accessories,Helmets,472.5,529.5
Accessories,Tires and Tubes,20,23
Accessories,Tires and Tubes,848,877
Accessories,Tires and Tubes,12,14
Accessories,Tires and Tubes,60,62
Accessories,Tires and Tubes,10,10
Accessories,Tires and Tubes,5,5
Accessories,Tires and Tubes,5.33,6
Accessories,Tires and Tubes,10,10.5
Accessories,Tires and Tubes,7,7.33
Accessories,Tires and Tubes,315,338.67
Accessories,Tires and Tubes,100,107
Accessories,Tires and Tubes,11.5,11.5
Accessories,Bottles and Cages,2.5,3.5
Accessories,Bottles and Cages,135,184
Accessories,Helmets,227.5,319.5
Accessories,Bottles and Cages,200,225
Accessories,Tires and Tubes,225,315
Accessories,Tires and Tubes,23,31
Clothing,Jerseys,183.33,186.33
Accessories,Tires and Tubes,300,369
Accessories,Bike Stands,"1,590.00","1,800.00"
Accessories,Tires and Tubes,522,459
Accessories,Tires and Tubes,16.67,13.67
Bikes,Mountain Bikes,765,721
Accessories,Helmets,105,115
Bikes,Mountain Bikes,384.5,369
Accessories,Tires and Tubes,6.67,9
Accessories,Tires and Tubes,350,461.5
Bikes,Touring Bikes,607.5,611
Accessories,Bottles and Cages,54,56.67
Accessories,Bottles and Cages,55,66.5
Bikes,Mountain Bikes,"2,320.00","2,161.00"
Accessories,Tires and Tubes,50,51
Accessories,Tires and Tubes,27.5,32.5
Accessories,Tires and Tubes,122.5,138
Accessories,Tires and Tubes,30,33
Bikes,Road Bikes,373.33,319
Accessories,Helmets,233.33,253
Bikes,Mountain Bikes,773.33,964.67
Accessories,Hydration Packs,55,69.67
Bikes,Mountain Bikes,384.5,419
Accessories,Tires and Tubes,6,7
Bikes,Road Bikes,180,217.67
Accessories,Bottles and Cages,32.5,40
Accessories,Bottles and Cages,130.5,160
Bikes,Touring Bikes,"2,384.00","2,060.00"
Bikes,Mountain Bikes,256.33,184.33
Clothing,Shorts,513.33,494.33
Accessories,Tires and Tubes,6.67,6.67
Accessories,Tires and Tubes,754,564
Accessories,Tires and Tubes,34.5,33
Accessories,Bike Stands,"1,590.00","1,942.00"
Bikes,Mountain Bikes,769,692
Clothing,Shorts,315,338
Accessories,Bottles and Cages,6.67,7.33
Accessories,Tires and Tubes,16,17
Accessories,Tires and Tubes,237.5,232.5
Bikes,Road Bikes,373.33,344.33
Accessories,Helmets,221.67,264.67
Accessories,Tires and Tubes,42.5,46.5
Clothing,Socks,27,30.5
Accessories,Tires and Tubes,52,59
Clothing,Vests,191,213
Accessories,Cleaners,63.67,84.67
Accessories,Tires and Tubes,17.5,16
Accessories,Tires and Tubes,31,40
Accessories,Tires and Tubes,45,52
Accessories,Helmets,280,394
Bikes,Mountain Bikes,"2,320.00","2,261.00"
Accessories,Helmets,35,38
Accessories,Tires and Tubes,5,6
Clothing,Vests,"1,334.00","1,366.00"
Bikes,Mountain Bikes,"1,160.00","1,088.50"
Accessories,Cleaners,20,23.5
Bikes,Touring Bikes,371,352
Bikes,Touring Bikes,247.33,247
Clothing,Caps,51,65.33
Clothing,Jerseys,225,211
Accessories,Hydration Packs,220,253
Accessories,Tires and Tubes,33.33,35.33
Bikes,Mountain Bikes,"2,320.00","2,642.00"
Bikes,Mountain Bikes,270,240.5
Accessories,Helmets,332.5,467
Accessories,Tires and Tubes,4,4
Accessories,Tires and Tubes,48,58
Clothing,Caps,234,254
Accessories,Helmets,332.5,357
Clothing,Shorts,210,230.5
Clothing,Jerseys,50,48.33
Bikes,Mountain Bikes,"1,160.00","1,089.50"
Accessories,Tires and Tubes,90,124
Accessories,Tires and Tubes,233.33,222
Accessories,Helmets,437.5,342
Clothing,Jerseys,378,362
Clothing,Jerseys,216.67,227.33
Clothing,Jerseys,575,549.5
Accessories,Tires and Tubes,85,99
Accessories,Tires and Tubes,29,30
Bikes,Touring Bikes,794.67,728.33
Accessories,Bottles and Cages,171,260
Accessories,Bottles and Cages,10,12.5
Accessories,Tires and Tubes,4.67,5
Bikes,Touring Bikes,607.5,519.5
Accessories,Bottles and Cages,52.5,53
Accessories,Bottles and Cages,40.5,46
Accessories,Tires and Tubes,87,104
Accessories,Tires and Tubes,50,54.67
Clothing,Caps,54,56
Accessories,Bottles and Cages,130,158
Clothing,Jerseys,50,59.33
Clothing,Jerseys,324,368
Accessories,Tires and Tubes,293,301
Accessories,Tires and Tubes,480,521
Accessories,Tires and Tubes,40,46
Accessories,Tires and Tubes,16,19
Clothing,Jerseys,414,323.33
Bikes,Mountain Bikes,769,543
Accessories,Bottles and Cages,115,156
Accessories,Bottles and Cages,65,77.5
Accessories,Hydration Packs,385,346.33
Accessories,Tires and Tubes,35,36
Accessories,Tires and Tubes,208.33,218.67
Accessories,Tires and Tubes,9,10.5
Bikes,Mountain Bikes,282.5,360.5
Clothing,Caps,94.5,94
Accessories,Tires and Tubes,40,43.67
Accessories,Tires and Tubes,25,29
Bikes,Road Bikes,560,531
Accessories,Tires and Tubes,125,136
Accessories,Helmets,17.5,18
Accessories,Tires and Tubes,215,226
Accessories,Tires and Tubes,22,23
Accessories,Bottles and Cages,50,69
Accessories,Bottles and Cages,115,158
Accessories,Tires and Tubes,390,424.5
Bikes,Mountain Bikes,773.33,850
Clothing,Jerseys,540,588
Accessories,Bottles and Cages,32.5,40
Bikes,Mountain Bikes,"1,160.00","1,076.00"
Accessories,Helmets,490,546
Accessories,Tires and Tubes,50,66
Accessories,Tires and Tubes,14.67,21
Accessories,Tires and Tubes,16,20
Accessories,Tires and Tubes,129,128
Clothing,Caps,27,25
Bikes,Road Bikes,567,622
Bikes,Road Bikes,180,171.33
Bikes,Mountain Bikes,"1,147.50","1,058.50"
Bikes,Road Bikes,270,231
Accessories,Tires and Tubes,46.67,47.33
Accessories,Tires and Tubes,32.5,36.5
Clothing,Jerseys,75,79.5
Accessories,Helmets,291.67,315.67
Accessories,Tires and Tubes,25,28.5
Accessories,Tires and Tubes,18,20
Accessories,Tires and Tubes,152,166.33
Accessories,Helmets,17.5,18
Bikes,Mountain Bikes,256.33,256.33
Accessories,Cleaners,175,190
Accessories,Tires and Tubes,120,133
Accessories,Tires and Tubes,338.33,398.33
Accessories,Tires and Tubes,3.67,4.33
Accessories,Tires and Tubes,50,55
Accessories,Tires and Tubes,30,31
Bikes,Touring Bikes,"2,384.00","2,130.00"
Accessories,Helmets,262.5,293.5
Clothing,Jerseys,83.33,89
Accessories,Helmets,140,160
Clothing,Caps,54,60.67
Accessories,Bottles and Cages,40,53.5
Accessories,Bottles and Cages,30,38
Bikes,Mountain Bikes,773.33,682
Accessories,Tires and Tubes,338.33,411.33
Accessories,Tires and Tubes,35,52
Bikes,Road Bikes,560,504.5
Accessories,Helmets,"1,050.00","1,136.00"
Bikes,Mountain Bikes,773.33,683
Clothing,Vests,540,577.5
Accessories,Tires and Tubes,750,947
Accessories,Tires and Tubes,90,107
Bikes,Mountain Bikes,256.33,217.67
Accessories,Helmets,437.5,433
Accessories,Bottles and Cages,46.67,47.33
Clothing,Jerseys,486,519
Bikes,Mountain Bikes,188.33,172.33
Bikes,Mountain Bikes,"1,147.50","1,090.50"
Clothing,Vests,360,406
Accessories,Bottles and Cages,260,347
Accessories,Bottles and Cages,36.67,49
Clothing,Vests,32,29
Bikes,Mountain Bikes,384.5,375.5
Bikes,Mountain Bikes,765,767
Clothing,Jerseys,513,601.5
Accessories,Bottles and Cages,99,119
Accessories,Bottles and Cages,95,105
Clothing,Caps,36,35
Accessories,Hydration Packs,495,661
Accessories,Tires and Tubes,57.5,65
Accessories,Tires and Tubes,225,231
Accessories,Bottles and Cages,50,55
Accessories,Helmets,140,108.5
Bikes,Mountain Bikes,256.33,211.33
Clothing,Jerseys,433.33,450
Accessories,Tires and Tubes,14.33,19
Clothing,Jerseys,297,284.5
Clothing,Caps,39,48.67
Accessories,Bottles and Cages,210,248
Accessories,Bottles and Cages,95,105
Accessories,Helmets,315,331
Clothing,Shorts,980,"1,189.00"
Accessories,Helmets,350,360
Accessories,Tires and Tubes,11.67,13.33
Accessories,Tires and Tubes,11,12
Accessories,Tires and Tubes,140,151
Accessories,Tires and Tubes,60,67
Accessories,Bike Stands,159,170.67
Bikes,Road Bikes,540,465
Accessories,Helmets,420,456
Bikes,Mountain Bikes,765,757.33
Accessories,Tires and Tubes,110,110
Accessories,Tires and Tubes,32,33
Accessories,Cleaners,167,171
Clothing,Jerseys,432,484.5
Clothing,Jerseys,621,664
Bikes,Mountain Bikes,"1,160.00",970
Bikes,Mountain Bikes,"1,147.50","1,033.50"
Bikes,Mountain Bikes,765,665.33
Accessories,Hydration Packs,220,232
Accessories,Tires and Tubes,50,50
Accessories,Tires and Tubes,11,14
Bikes,Road Bikes,814.33,735.67
Accessories,Bottles and Cages,65,69
Accessories,Bottles and Cages,54,66
Accessories,Tires and Tubes,25,29
Bikes,Road Bikes,850.5,877.5
Accessories,Helmets,350,472
Clothing,Caps,135,169
Clothing,Jerseys,750,899
Accessories,Hydration Packs,770,862
Clothing,Jerseys,288,355
Bikes,Mountain Bikes,773.33,668
Accessories,Helmets,350,363
Bikes,Road Bikes,180,168
Bikes,Mountain Bikes,"1,147.50","1,061.00"
Accessories,Tires and Tubes,175,160.5
Accessories,Tires and Tubes,5,4
Accessories,Bike Stands,636,774
Bikes,Road Bikes,"1,701.00","1,502.00"
Accessories,Helmets,140,149
Clothing,Shorts,"1,260.00","1,395.00"
Accessories,Bottles and Cages,40,44
Accessories,Bottles and Cages,18.33,20.33
Accessories,Helmets,280,307
Bikes,Road Bikes,540,467
Accessories,Tires and Tubes,105,132
Accessories,Tires and Tubes,32.5,33
Accessories,Helmets,332.5,383.5
Accessories,Cleaners,24,26
Accessories,Bottles and Cages,110,157
Accessories,Bottles and Cages,5,7.5
Accessories,Tires and Tubes,84,86
Clothing,Jerseys,"1,150.00","1,669.00"
Bikes,Road Bikes,540,632
Accessories,Bottles and Cages,11.67,15.33
Accessories,Bottles and Cages,36,50
Clothing,Jerseys,810,871
Accessories,Tires and Tubes,70,91.5
Accessories,Helmets,140,181.67
Bikes,Mountain Bikes,"1,160.00","1,182.50"
Bikes,Road Bikes,814.33,967.67
Bikes,Road Bikes,814.33,859
Accessories,Tires and Tubes,58.33,55.33
Accessories,Tires and Tubes,85,94
Accessories,Helmets,490,636
Bikes,Road Bikes,"1,120.00","1,328.00"
Accessories,Tires and Tubes,40,56.5
Accessories,Tires and Tubes,880,780
Accessories,Tires and Tubes,5,5
Accessories,Helmets,17.5,25.5
Bikes,Road Bikes,"1,221.50","1,067.50"
Accessories,Tires and Tubes,456,520
Accessories,Tires and Tubes,24,28.33
Accessories,Tires and Tubes,29,30.33
Accessories,Tires and Tubes,115,117
Accessories,Helmets,262.5,282.5
Accessories,Tires and Tubes,750,820
Bikes,Mountain Bikes,"1,147.50","1,169.50"
Accessories,Tires and Tubes,345,365.5
Accessories,Tires and Tubes,16,16.67
Bikes,Mountain Bikes,"2,295.00","2,132.00"
Bikes,Mountain Bikes,765,876.67
Accessories,Bottles and Cages,40,53.33
Accessories,Helmets,665,863
Accessories,Bottles and Cages,36.67,45.67
